Room ID,Host ID,Neighbourhood,Room type,Room Price,Minimum nights,Number of reviews,Date last review,Number of reviews per month,Rooms rent by the host,Availibility,Updated Date,City,Country,Coordinates
35601000,21083238,Chaoyang,Entire home/apt,441,1,1,6/20/2019,0.31,8,327,9/23/2019,Beijing,China,"40.0027354217, 116.477160058"
35722055,127021802,Chaoyang,Shared room,363,3,0,,,6,365,9/23/2019,Beijing,China,"39.978127713, 116.481200631"
35895078,95951798,Chaoyang,Entire home/apt,299,1,1,6/29/2019,0.34,2,179,9/23/2019,Beijing,China,"40.0356040149, 116.555180663"
35897807,188784181,Chaoyang,Entire home/apt,548,2,1,8/27/2019,1,1,171,9/23/2019,Beijing,China,"39.9302443343, 116.60477978"
36003558,103779361,Chaoyang,Private room,299,1,1,8/31/2019,1,1,362,9/23/2019,Beijing,China,"39.9220524414, 116.446169772"
36161943,235178478,Chaoyang,Entire home/apt,4110,1,0,,,8,354,9/23/2019,Beijing,China,"39.9234567213, 116.523962805"
36201645,126539293,Chaoyang,Private room,270,1,23,9/17/2019,8.21,5,359,9/23/2019,Beijing,China,"39.9883687483, 116.484981361"
36214641,269339877,Chaoyang,Shared room,199,1,0,,,9,365,9/23/2019,Beijing,China,"39.9712337309, 116.404340862"
36225844,147630898,Chaoyang,Private room,227,1,1,8/5/2019,0.6,7,7,9/23/2019,Beijing,China,"39.9338960494, 116.460790162"
36265201,186732803,Chaoyang,Private room,185,1,3,8/23/2019,1.23,5,68,9/23/2019,Beijing,China,"39.9067068798, 116.582579579"
456641,1456491,Chaoyang,Entire home/apt,441,1,8,5/25/2015,0.09,8,85,9/23/2019,Beijing,China,"39.9385962708, 116.44336795"
3953745,19482030,Chaoyang,Entire home/apt,801,30,0,,,26,365,9/23/2019,Beijing,China,"39.908323283, 116.473933437"
5905794,30320328,Chaoyang,Private room,647,1,2,4/6/2016,0.04,14,365,9/23/2019,Beijing,China,"39.9338897377, 116.44369313"
7446839,38522655,Chaoyang,Private room,149,7,35,8/6/2019,0.69,1,81,9/23/2019,Beijing,China,"40.0245140138, 116.43222141"
7624575,39903431,Chaoyang,Private room,171,7,2,8/31/2019,0.48,2,177,9/23/2019,Beijing,China,"39.9751651198, 116.505826889"
8275364,43636106,Chaoyang,Private room,270,1,32,8/1/2019,0.67,1,327,9/23/2019,Beijing,China,"39.9834273095, 116.47482255"
8589499,45203646,Chaoyang,Entire home/apt,761,1,4,6/6/2016,0.08,45,329,9/23/2019,Beijing,China,"39.9090820338, 116.490138012"
9684141,21806188,Chaoyang,Entire home/apt,455,1,7,8/29/2017,0.15,1,180,9/23/2019,Beijing,China,"39.9255015165, 116.485096608"
12010967,59997409,Chaoyang,Private room,149,2,6,8/29/2019,0.21,2,365,9/23/2019,Beijing,China,"39.8760453476, 116.441386281"
12825197,69973920,Chaoyang,Private room,504,1,0,,,1,0,9/23/2019,Beijing,China,"39.9349215457, 116.443177914"
13581873,71442680,Chaoyang,Entire home/apt,427,1,53,7/29/2019,1.35,24,362,9/23/2019,Beijing,China,"39.940552862, 116.441855253"
13692942,79809277,Chaoyang,Entire home/apt,107,6,32,8/31/2019,0.82,1,169,9/23/2019,Beijing,China,"39.9151079564, 116.49849865"
13793038,15041492,Chaoyang,Entire home/apt,1237,2,31,9/14/2019,0.8,1,11,9/23/2019,Beijing,China,"39.9157455726, 116.447007784"
14035322,17619297,Chaoyang,Private room,299,30,2,2/4/2018,0.08,14,365,9/23/2019,Beijing,China,"39.9446434452, 116.471935614"
14618890,22741239,Chaoyang,Private room,270,1,2,9/8/2016,0.05,1,364,9/23/2019,Beijing,China,"39.9119148752, 116.482447773"
15197820,52080918,Chaoyang,Entire home/apt,525,1,11,4/15/2017,0.3,19,363,9/23/2019,Beijing,China,"39.8994149578, 116.476266077"
15209568,96617022,Chaoyang,Private room,199,2,0,,,1,0,9/23/2019,Beijing,China,"39.8732971896, 116.438212336"
15315026,39252564,Chaoyang,Private room,227,1,1,3/14/2017,0.03,1,364,9/23/2019,Beijing,China,"39.9437882106, 116.443754334"
15473579,99317741,Chaoyang,Entire home/apt,377,1,8,6/7/2019,0.36,21,362,9/23/2019,Beijing,China,"39.8993332602, 116.465187304"
15526505,28910967,Chaoyang,Private room,39358,1,2,10/1/2018,0.06,1,0,9/23/2019,Beijing,China,"39.9308767779, 116.506766478"
15864385,42227491,Chaoyang,Private room,192,3,21,5/2/2019,0.6,13,362,9/23/2019,Beijing,China,"39.9132237037, 116.596863866"
16408296,107504819,Chaoyang,Private room,149,1,1,3/15/2017,0.03,1,177,9/23/2019,Beijing,China,"39.9075286892, 116.515336534"
16427368,104312767,Chaoyang,Entire home/apt,363,1,2,2/9/2019,0.07,2,361,9/23/2019,Beijing,China,"39.9127336695, 116.524620621"
17167013,115478363,Chaoyang,Entire home/apt,804,2,0,,,1,77,9/23/2019,Beijing,China,"39.9147608443, 116.512059721"
17291459,116642411,Chaoyang,Entire home/apt,425,1,2,5/15/2017,0.06,17,364,9/23/2019,Beijing,China,"39.9003652441, 116.469499434"
17739360,5476658,Chaoyang,Private room,185,3,11,9/21/2019,0.36,3,356,9/23/2019,Beijing,China,"39.9725362733, 116.506183664"
17740637,97699322,Chaoyang,Entire home/apt,597,1,82,9/16/2019,2.69,10,126,9/23/2019,Beijing,China,"39.9598901319, 116.442428287"
17786874,31284321,Chaoyang,Private room,149,1,101,9/11/2019,3.34,2,364,9/23/2019,Beijing,China,"40.0414654547, 116.594018605"
17852629,6812741,Chaoyang,Shared room,149,1,63,8/11/2019,2.09,1,345,9/23/2019,Beijing,China,"39.9858022205, 116.386746699"
18043006,24399335,Chaoyang,Entire home/apt,612,1,1,3/11/2019,0.15,20,365,9/23/2019,Beijing,China,"39.9095173548, 116.493336807"
18219913,125811458,Chaoyang,Private room,356,30,6,1/1/2018,0.21,2,330,9/23/2019,Beijing,China,"39.9329466648, 116.452255464"
18235931,116915690,Chaoyang,Entire home/apt,498,1,41,8/21/2019,1.39,11,358,9/23/2019,Beijing,China,"39.8926043409, 116.505718796"
18500482,116915690,Chaoyang,Entire home/apt,427,1,9,7/21/2019,0.33,11,361,9/23/2019,Beijing,China,"39.8935350881, 116.50489762"
18531277,57342768,Chaoyang,Private room,1801,2,9,4/21/2019,0.34,2,0,9/23/2019,Beijing,China,"39.9260697967, 116.459735268"
18713136,103401765,Chaoyang,Private room,255,1,8,7/11/2019,0.3,17,354,9/23/2019,Beijing,China,"39.8960523554, 116.465241043"
18812621,75961250,Chaoyang,Private room,468,3,2,8/15/2017,0.07,1,0,9/23/2019,Beijing,China,"39.9234640136, 116.521140027"
18908827,47353571,Chaoyang,Entire home/apt,277,100,22,2/11/2019,0.78,2,91,9/23/2019,Beijing,China,"39.9158540363, 116.510055552"
18933777,131984896,Chaoyang,Private room,135,1,1,1/29/2018,0.05,1,0,9/23/2019,Beijing,China,"40.0454467584, 116.428180113"
18977858,132297214,Chaoyang,Shared room,142,1,1,7/8/2017,0.04,9,365,9/23/2019,Beijing,China,"39.9133114929, 116.45314789"
19063351,54436429,Chaoyang,Private room,199,1,0,,,254,353,9/23/2019,Beijing,China,"39.9086316079, 116.559538477"
19073759,62778264,Chaoyang,Private room,113,5,15,2/17/2019,0.54,5,0,9/23/2019,Beijing,China,"39.9730239405, 116.489304147"
19104781,52080918,Chaoyang,Entire home/apt,519,1,0,,,19,361,9/23/2019,Beijing,China,"39.9007470005, 116.484777199"
19105544,81238003,Chaoyang,Entire home/apt,596,1,19,4/21/2019,0.69,14,181,9/23/2019,Beijing,China,"39.9633415131, 116.465391695"
19232768,69462195,Chaoyang,Private room,171,3,42,9/12/2019,1.63,1,78,9/23/2019,Beijing,China,"39.8837058896, 116.469659147"
19253110,77648763,Chaoyang,Private room,242,2,24,7/16/2019,0.89,2,180,9/23/2019,Beijing,China,"39.8828123868, 116.604062344"
19594954,131256962,Chaoyang,Private room,64,3,7,5/3/2019,0.27,3,350,9/23/2019,Beijing,China,"39.8938378617, 116.45347499"
19626425,134955874,Chaoyang,Entire home/apt,489,1,5,9/10/2018,0.19,1,0,9/23/2019,Beijing,China,"39.9050920426, 116.565368669"
19791760,25529893,Chaoyang,Entire home/apt,390,1,44,1/2/2019,1.67,1,0,9/23/2019,Beijing,China,"39.9975217889, 116.422969389"
19934801,114792619,Chaoyang,Private room,191,3,0,,,1,0,9/23/2019,Beijing,China,"39.9850550667, 116.441519413"
20086902,20586226,Chaoyang,Entire home/apt,391,1,39,8/26/2019,1.52,1,80,9/23/2019,Beijing,China,"39.9005224534, 116.485768427"
20195131,58537392,Chaoyang,Private room,170,1,0,,,4,0,9/23/2019,Beijing,China,"39.9120640122, 116.548192342"
20396648,21740175,Chaoyang,Entire home/apt,356,2,41,8/19/2019,2.08,7,266,9/23/2019,Beijing,China,"39.8958705863, 116.443231242"
20406362,145521104,Chaoyang,Private room,284,5,0,,,1,90,9/23/2019,Beijing,China,"39.9524619782, 116.554774145"
20409607,47603453,Chaoyang,Entire home/apt,448,30,42,8/27/2019,1.63,1,71,9/23/2019,Beijing,China,"39.8976011566, 116.465271747"
20806813,149188139,Chaoyang,Entire home/apt,398,2,22,8/26/2019,0.92,1,78,9/23/2019,Beijing,China,"40.008158581, 116.376568882"
20897668,135934297,Chaoyang,Entire home/apt,227,12,21,2/13/2019,0.88,2,0,9/23/2019,Beijing,China,"39.9077680949, 116.475176323"
20935826,92229224,Chaoyang,Private room,121,2,28,8/19/2018,1.15,8,296,9/23/2019,Beijing,China,"39.9545662057, 116.44178192"
20991461,151027648,Chaoyang,Entire home/apt,555,1,9,1/1/2019,0.37,43,359,9/23/2019,Beijing,China,"39.9983955254, 116.476101978"
21074940,126750906,Chaoyang,Entire home/apt,411,1,1,4/8/2018,0.06,10,363,9/23/2019,Beijing,China,"39.8992327225, 116.468590414"
21146377,86626820,Chaoyang,Entire home/apt,518,2,6,10/4/2018,0.36,1,0,9/23/2019,Beijing,China,"40.0007943779, 116.371149179"
21148216,152589120,Chaoyang,Entire home/apt,590,1,24,8/18/2019,1,2,345,9/23/2019,Beijing,China,"39.9630545587, 116.417364043"
21441674,115495501,Chaoyang,Private room,192,1,6,1/26/2018,0.27,1,78,9/23/2019,Beijing,China,"40.008512536, 116.414881029"
21443824,155580466,Chaoyang,Private room,149,2,29,6/17/2019,1.26,1,360,9/23/2019,Beijing,China,"39.8840987152, 116.460048806"
21555867,114606903,Chaoyang,Private room,1998,1,34,6/15/2019,1.48,1,29,9/23/2019,Beijing,China,"39.9311033767, 116.461482691"
21613114,157220269,Chaoyang,Entire home/apt,660,1,0,,,8,0,9/23/2019,Beijing,China,"39.9625009851, 116.452731593"
21637497,106790168,Chaoyang,Entire home/apt,220,3,14,6/29/2019,0.69,1,57,9/23/2019,Beijing,China,"39.9942952176, 116.423029531"
21642779,148446971,Chaoyang,Entire home/apt,356,1,1,8/22/2019,0.88,8,361,9/23/2019,Beijing,China,"39.9232168129, 116.503052588"
21654700,64730392,Chaoyang,Private room,292,1,22,8/27/2019,0.98,2,130,9/23/2019,Beijing,China,"39.9178313047, 116.507208967"
21789368,156249912,Chaoyang,Entire home/apt,652,1,0,,,117,181,9/23/2019,Beijing,China,"39.9585897927, 116.466869702"
21822207,137617217,Chaoyang,Private room,164,2,30,8/31/2019,1.36,3,88,9/23/2019,Beijing,China,"40.002641558, 116.461329058"
21917320,159922537,Chaoyang,Private room,398,1,3,4/7/2018,0.17,1,365,9/23/2019,Beijing,China,"39.914777372, 116.490077286"
21987438,154941625,Chaoyang,Entire home/apt,569,25,42,9/5/2019,2,12,339,9/23/2019,Beijing,China,"39.8955249218, 116.460524619"
22216495,66394045,Chaoyang,Entire home/apt,996,2,0,,,1,90,9/23/2019,Beijing,China,"39.9174017483, 116.458162795"
22591639,154655781,Chaoyang,Private room,199,2,1,9/29/2018,0.08,1,90,9/23/2019,Beijing,China,"40.0548468462, 116.431716231"
22618745,160674938,Chaoyang,Private room,882,1,0,,,62,180,9/23/2019,Beijing,China,"39.9287982884, 116.463457129"
23251889,165162346,Chaoyang,Entire home/apt,213,1,1,2/16/2018,0.05,1,0,9/23/2019,Beijing,China,"39.9896853545, 116.380022589"
23423544,165305392,Chaoyang,Shared room,347,1,0,,,1,90,9/23/2019,Beijing,China,"39.8987639807, 116.606122429"
23455802,22223860,Chaoyang,Private room,199,2,24,8/8/2019,1.33,1,0,9/23/2019,Beijing,China,"39.9956230297, 116.371513596"
23470382,175060046,Chaoyang,Private room,355,1,5,12/29/2018,0.28,2,365,9/23/2019,Beijing,China,"39.8835078009, 116.475911062"
23512961,97699322,Chaoyang,Entire home/apt,597,1,20,8/19/2019,1.17,10,340,9/23/2019,Beijing,China,"39.9587362554, 116.444218656"
23598048,45364799,Chaoyang,Private room,185,7,2,8/15/2018,0.14,5,87,9/23/2019,Beijing,China,"39.9075699763, 116.501402577"
23600738,63023861,Chaoyang,Private room,624,1,0,,,1,0,9/23/2019,Beijing,China,"39.9186070115, 116.455170756"
23692854,157220269,Chaoyang,Entire home/apt,761,1,4,3/18/2019,0.22,8,342,9/23/2019,Beijing,China,"39.9612762497, 116.448933743"
23887957,62900888,Chaoyang,Entire home/apt,327,2,28,9/14/2019,1.56,1,31,9/23/2019,Beijing,China,"39.9611634936, 116.410405286"
23914871,37520797,Chaoyang,Private room,163,1,0,,,1,0,9/23/2019,Beijing,China,"39.9939157676, 116.457208243"
24046425,21853968,Chaoyang,Private room,255,1,1,4/20/2018,0.06,4,0,9/23/2019,Beijing,China,"39.9579375051, 116.433200072"
24048681,42210304,Chaoyang,Private room,177,1,16,10/10/2018,0.89,2,0,9/23/2019,Beijing,China,"40.005181926, 116.426781618"
24110018,62778264,Chaoyang,Private room,121,1,15,4/15/2019,0.9,5,0,9/23/2019,Beijing,China,"39.9764000195, 116.505252928"
24151831,103960302,Chaoyang,Entire home/apt,851,2,26,11/24/2018,1.48,15,0,9/23/2019,Beijing,China,"39.9171741392, 116.457448238"
24214897,34731048,Chaoyang,Entire home/apt,1202,1,2,7/26/2018,0.14,1,364,9/23/2019,Beijing,China,"39.89283042, 116.469027977"
24217395,175770925,Chaoyang,Shared room,242,3,41,8/26/2019,2.29,1,359,9/23/2019,Beijing,China,"39.9240642309, 116.46306157"
24272277,183057723,Chaoyang,Entire home/apt,370,1,13,9/28/2018,0.75,1,0,9/23/2019,Beijing,China,"39.9259552308, 116.443404847"
24476770,143079413,Chaoyang,Entire home/apt,484,2,11,9/1/2019,0.64,3,351,9/23/2019,Beijing,China,"39.8970291993, 116.503630015"
24482747,180392426,Chaoyang,Entire home/apt,299,2,11,8/20/2018,0.63,1,110,9/23/2019,Beijing,China,"39.9539746815, 116.547850526"
24508137,78930518,Chaoyang,Entire home/apt,697,2,12,8/24/2019,0.7,1,75,9/23/2019,Beijing,China,"39.9206418578, 116.450891343"
24658374,172961488,Chaoyang,Entire home/apt,369,2,2,2/27/2019,0.12,2,0,9/23/2019,Beijing,China,"39.9673111379, 116.533193691"
24742256,25074415,Chaoyang,Private room,292,1,24,9/16/2019,1.46,2,116,9/23/2019,Beijing,China,"39.9307933171, 116.468907962"
24788745,174693553,Chaoyang,Entire home/apt,1387,1,16,7/2/2019,1.11,4,356,9/23/2019,Beijing,China,"39.9991979454, 116.479825656"
24825585,64028459,Chaoyang,Entire home/apt,519,1,82,9/16/2019,4.93,16,78,9/23/2019,Beijing,China,"39.9362801119, 116.453652926"
24901383,184377862,Chaoyang,Entire home/apt,427,1,31,9/13/2019,1.85,2,210,9/23/2019,Beijing,China,"39.8925093025, 116.504362669"
25018591,158663144,Chaoyang,Entire home/apt,397,20,49,8/1/2019,3.11,9,0,9/23/2019,Beijing,China,"39.8923893909, 116.446616601"
25020325,143643896,Chaoyang,Private room,177,2,13,7/30/2019,1.01,3,0,9/23/2019,Beijing,China,"39.9304119125, 116.472323616"
25024906,164725290,Chaoyang,Entire home/apt,391,1,15,9/13/2019,0.9,13,362,9/23/2019,Beijing,China,"39.9223644237, 116.581475629"
25027081,39927273,Chaoyang,Entire home/apt,341,2,67,9/18/2019,4.1,2,346,9/23/2019,Beijing,China,"39.922435942, 116.501662715"
25041307,69967802,Chaoyang,Entire home/apt,519,2,23,9/13/2019,1.41,1,342,9/23/2019,Beijing,China,"39.8949512847, 116.487179523"
25133653,184716589,Chaoyang,Entire home/apt,404,1,0,,,2,0,9/23/2019,Beijing,China,"39.8645936248, 116.459659608"
25158181,187733842,Chaoyang,Entire home/apt,690,1,12,9/2/2019,0.92,2,357,9/23/2019,Beijing,China,"39.9732048542, 116.406031037"
25299954,70285366,Chaoyang,Private room,348,1,12,5/4/2019,0.76,5,360,9/23/2019,Beijing,China,"39.9882015361, 116.459866021"
25361004,97699322,Chaoyang,Entire home/apt,597,1,2,7/18/2018,0.12,10,344,9/23/2019,Beijing,China,"39.9588030168, 116.443752295"
25405754,183049959,Chaoyang,Shared room,71,1,1,7/17/2018,0.07,15,99,9/23/2019,Beijing,China,"39.9733124581, 116.443496361"
25848364,13869631,Chaoyang,Private room,248,2,18,5/15/2019,1.17,5,267,9/23/2019,Beijing,China,"39.937798032, 116.45506456"
25893232,194570496,Chaoyang,Entire home/apt,185,1,4,8/9/2019,1.79,2,142,9/23/2019,Beijing,China,"39.871815586, 116.580098742"
25893299,194570496,Chaoyang,Entire home/apt,185,1,22,9/2/2019,1.41,2,142,9/23/2019,Beijing,China,"39.8708192009, 116.578589967"
25984929,17691795,Chaoyang,Private room,299,1,0,,,1,0,9/23/2019,Beijing,China,"39.8947848526, 116.459106528"
26100818,188398827,Chaoyang,Entire home/apt,597,1,1,7/14/2018,0.07,9,365,9/23/2019,Beijing,China,"39.89378533, 116.484021736"
26284180,106213831,Chaoyang,Private room,270,1,13,7/15/2019,0.86,22,175,9/23/2019,Beijing,China,"39.9214998507, 116.478547255"
26307369,3142598,Chaoyang,Private room,199,2,0,,,1,180,9/23/2019,Beijing,China,"39.9975227953, 116.504676577"
26352117,198169918,Chaoyang,Private room,191,1,0,,,1,0,9/23/2019,Beijing,China,"39.885411452, 116.440267147"
26396222,84633406,Chaoyang,Entire home/apt,690,1,12,7/16/2019,0.82,18,59,9/23/2019,Beijing,China,"39.8898896348, 116.468044521"
26481797,17619297,Chaoyang,Private room,199,30,0,,,14,365,9/23/2019,Beijing,China,"39.9587369976, 116.457749927"
26584618,45203646,Chaoyang,Entire home/apt,761,1,0,,,45,361,9/23/2019,Beijing,China,"39.9101792817, 116.49459247"
26678988,200561682,Chaoyang,Entire home/apt,681,3,51,8/20/2019,3.46,2,177,9/23/2019,Beijing,China,"39.9363700245, 116.446000429"
26681214,194245235,Chaoyang,Shared room,192,1,3,6/7/2019,0.25,12,360,9/23/2019,Beijing,China,"39.9043027114, 116.567736378"
26753707,176500804,Chaoyang,Private room,178,1,15,9/9/2019,1.18,4,360,9/23/2019,Beijing,China,"39.9251896242, 116.616735313"
26807155,116915690,Chaoyang,Entire home/apt,356,1,13,9/4/2019,0.89,11,359,9/23/2019,Beijing,China,"39.9256777822, 116.618428529"
27033854,177444791,Chaoyang,Entire home/apt,548,30,58,8/18/2019,4.05,17,343,9/23/2019,Beijing,China,"39.8923930517, 116.447634245"
27041101,177979791,Chaoyang,Entire home/apt,482,1,35,9/15/2019,2.51,9,302,9/23/2019,Beijing,China,"39.9403361448, 116.454952512"
27145212,171732128,Chaoyang,Entire home/apt,562,1,9,9/16/2019,0.65,3,358,9/23/2019,Beijing,China,"39.9592587725, 116.442635792"
27214930,177979791,Chaoyang,Entire home/apt,398,1,13,11/1/2018,0.94,9,174,9/23/2019,Beijing,China,"39.9319279751, 116.452747341"
27297728,178550777,Chaoyang,Entire home/apt,491,2,1,2/8/2019,0.13,10,361,9/23/2019,Beijing,China,"39.9053505132, 116.579194881"
27298860,52826934,Chaoyang,Entire home/apt,690,1,34,9/13/2019,2.43,9,356,9/23/2019,Beijing,China,"39.9248983821, 116.457025696"
27376831,25986326,Chaoyang,Entire home/apt,469,1,49,9/18/2019,3.55,1,56,9/23/2019,Beijing,China,"39.8925584869, 116.465239694"
27515075,207481771,Chaoyang,Entire home/apt,397,1,1,3/4/2019,0.15,14,178,9/23/2019,Beijing,China,"39.8287543658, 116.455722889"
27566179,131772006,Chaoyang,Private room,299,1,41,8/25/2019,2.99,2,90,9/23/2019,Beijing,China,"39.9337927388, 116.468037616"
27622679,199596669,Chaoyang,Entire home/apt,597,1,5,4/22/2019,0.58,7,64,9/23/2019,Beijing,China,"39.9131199683, 116.495646153"
27772560,202674976,Chaoyang,Entire home/apt,256,1,6,8/20/2019,0.5,4,87,9/23/2019,Beijing,China,"39.895697502, 116.551545077"
27787714,184309978,Chaoyang,Entire home/apt,498,1,0,,,18,360,9/23/2019,Beijing,China,"39.9146464933, 116.521305096"
27799117,55630573,Chaoyang,Private room,149,1,1,8/29/2018,0.08,1,0,9/23/2019,Beijing,China,"40.0030397135, 116.41293274"
27838667,182885644,Chaoyang,Private room,369,1,1,10/3/2018,0.08,18,0,9/23/2019,Beijing,China,"39.9199393622, 116.51572204"
27849967,83841590,Chaoyang,Private room,348,1,0,,,8,365,9/23/2019,Beijing,China,"39.8877357598, 116.476443177"
27892939,210487915,Chaoyang,Private room,71,1,2,10/5/2018,0.16,13,364,9/23/2019,Beijing,China,"39.905624895, 116.5523515"
27974404,210443749,Chaoyang,Entire home/apt,1387,1,3,11/15/2018,0.23,3,0,9/23/2019,Beijing,China,"39.8973800051, 116.485553054"
28021450,186844719,Chaoyang,Entire home/apt,491,1,3,10/5/2018,0.25,11,361,9/23/2019,Beijing,China,"39.9148297682, 116.522265409"
28032281,115251120,Chaoyang,Private room,149,1,37,9/20/2019,3.06,20,79,9/23/2019,Beijing,China,"39.928024886, 116.615957356"
28085860,203723736,Chaoyang,Entire home/apt,1560,1,27,9/2/2019,2.09,3,355,9/23/2019,Beijing,China,"39.89460397, 116.457827297"
28108774,180805149,Chaoyang,Private room,206,1,6,6/8/2019,0.46,12,266,9/23/2019,Beijing,China,"39.994665123, 116.469374129"
28235264,177444791,Chaoyang,Entire home/apt,469,1,35,8/31/2019,2.74,17,237,9/23/2019,Beijing,China,"39.8989031814, 116.503501887"
28262642,213463200,Chaoyang,Entire home/apt,441,1,0,,,1,89,9/23/2019,Beijing,China,"39.8993821799, 116.487628434"
28268665,27240167,Chaoyang,Entire home/apt,455,1,3,11/25/2018,0.25,31,334,9/23/2019,Beijing,China,"39.9109355716, 116.512066407"
28325410,213830936,Chaoyang,Entire home/apt,766,1,0,,,2,0,9/23/2019,Beijing,China,"39.9907137004, 116.423584915"
28378891,129259074,Chaoyang,Shared room,100,5,3,8/27/2019,0.25,4,365,9/23/2019,Beijing,China,"39.9904427664, 116.484852582"
28417588,84025037,Chaoyang,Entire home/apt,596,5,31,8/23/2019,2.51,6,294,9/23/2019,Beijing,China,"39.9352281527, 116.516995165"
28450367,213857536,Chaoyang,Entire home/apt,818,1,21,7/20/2019,1.78,19,365,9/23/2019,Beijing,China,"39.9162453183, 116.526134911"
28453601,174882692,Chaoyang,Private room,292,1,0,,,10,336,9/23/2019,Beijing,China,"39.9028568318, 116.501632219"
28725022,135189003,Chaoyang,Private room,92,1,0,,,1,0,9/23/2019,Beijing,China,"39.8745467034, 116.459648188"
28734005,216735495,Chaoyang,Entire home/apt,397,2,2,5/24/2019,0.47,2,39,9/23/2019,Beijing,China,"40.0570969096, 116.416507547"
28744874,210235351,Chaoyang,Shared room,92,1,0,,,4,360,9/23/2019,Beijing,China,"39.9132214737, 116.485274666"
28747999,45203646,Chaoyang,Private room,341,1,0,,,45,50,9/23/2019,Beijing,China,"39.9095965919, 116.49428786"
28763673,135129965,Chaoyang,Entire home/apt,398,1,3,9/13/2019,0.27,11,359,9/23/2019,Beijing,China,"39.9646414422, 116.395791716"
28798262,173008334,Chaoyang,Entire home/apt,425,1,2,12/25/2018,0.17,7,365,9/23/2019,Beijing,China,"39.920630137, 116.443937839"
28850250,87230178,Chaoyang,Entire home/apt,370,1,7,8/21/2019,0.72,1,156,9/23/2019,Beijing,China,"40.0016369756, 116.374458689"
28884907,126539293,Chaoyang,Private room,171,1,26,9/9/2019,2.2,5,65,9/23/2019,Beijing,China,"39.9886103289, 116.485563902"
28917868,152946482,Chaoyang,Entire home/apt,228,5,2,7/28/2019,0.17,1,15,9/23/2019,Beijing,China,"39.9181824484, 116.581189272"
28997409,124992589,Chaoyang,Private room,256,1,21,8/31/2019,1.78,3,79,9/23/2019,Beijing,China,"39.8932262773, 116.456123265"
29001171,152825926,Chaoyang,Entire home/apt,356,1,27,7/5/2019,2.29,13,69,9/23/2019,Beijing,China,"40.0037414434, 116.420088386"
29051699,182885644,Chaoyang,Shared room,106,1,0,,,18,0,9/23/2019,Beijing,China,"39.9207880483, 116.515357702"
29107807,26191889,Chaoyang,Entire home/apt,213,29,0,,,2,0,9/23/2019,Beijing,China,"39.871330345, 116.582243217"
29143741,144242118,Chaoyang,Private room,206,1,2,9/13/2019,2,10,365,9/23/2019,Beijing,China,"39.8947853941, 116.467696982"
29227694,204985169,Chaoyang,Entire home/apt,681,1,13,9/7/2019,1.13,7,365,9/23/2019,Beijing,China,"39.9117846529, 116.471489395"
29228346,219799177,Chaoyang,Entire home/apt,816,3,0,,,1,0,9/23/2019,Beijing,China,"39.9149563535, 116.435217741"
29319684,39756400,Chaoyang,Entire home/apt,496,1,15,9/23/2019,1.32,11,89,9/23/2019,Beijing,China,"39.9322512087, 116.457410815"
29431066,221692005,Chaoyang,Entire home/apt,320,1,4,8/14/2019,0.37,4,359,9/23/2019,Beijing,China,"39.9000577888, 116.549699144"
29502287,70339679,Chaoyang,Private room,171,1,19,5/26/2019,1.78,12,113,9/23/2019,Beijing,China,"39.8682803927, 116.44143819"
29597809,134984392,Chaoyang,Entire home/apt,589,1,0,,,20,365,9/23/2019,Beijing,China,"39.9888624561, 116.475205877"
29599890,164060980,Chaoyang,Private room,277,1,1,12/29/2018,0.11,2,0,9/23/2019,Beijing,China,"39.9914069717, 116.434693963"
29624576,136552084,Chaoyang,Entire home/apt,440,1,0,,,29,365,9/23/2019,Beijing,China,"39.9414051964, 116.445825713"
29639415,219565243,Chaoyang,Entire home/apt,370,1,59,9/12/2019,5.58,10,194,9/23/2019,Beijing,China,"39.8981096848, 116.484016"
29692689,167324029,Chaoyang,Entire home/apt,427,10,35,7/16/2019,3.43,8,243,9/23/2019,Beijing,China,"39.9272094599, 116.455402621"
29694984,136552084,Chaoyang,Entire home/apt,440,1,0,,,29,365,9/23/2019,Beijing,China,"39.9420141333, 116.446008198"
29695464,125261548,Chaoyang,Entire home/apt,526,1,18,9/15/2019,1.66,5,67,9/23/2019,Beijing,China,"39.9776387333, 116.431992634"
29813582,70339679,Chaoyang,Entire home/apt,889,1,23,9/11/2019,3.03,12,65,9/23/2019,Beijing,China,"39.8678020757, 116.441584215"
29840220,42541764,Chaoyang,Entire home/apt,652,1,1,4/7/2019,0.18,12,1,9/23/2019,Beijing,China,"39.9355429408, 116.444171812"
29882728,203243163,Chaoyang,Entire home/apt,4003,1,3,4/14/2019,0.34,9,353,9/23/2019,Beijing,China,"39.9060038792, 116.566287991"
30076369,214963756,Chaoyang,Entire home/apt,334,1,32,8/24/2019,3.09,1,352,9/23/2019,Beijing,China,"39.8987939088, 116.501948114"
30081182,226031292,Chaoyang,Private room,199,1,3,7/19/2019,0.3,1,0,9/23/2019,Beijing,China,"39.9170186926, 116.567782712"
30099968,195319706,Chaoyang,Private room,370,1,2,1/8/2019,0.2,10,38,9/23/2019,Beijing,China,"39.8982224442, 116.485336793"
30123492,127181932,Chaoyang,Entire home/apt,256,1,31,8/10/2019,3.05,1,23,9/23/2019,Beijing,China,"39.984025926, 116.418511937"
